"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","indicator_label","indicator_category_label","Month_Week","Week_ending","Estimates","CI_Half_width_95pct","Unweighted Sample Size","Current_Season_Week_Ending","Influenza_Season","suppression_flag"
"FLU","State","Alabama","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","37.7","12.2943","58","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alabama","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","6.4","6.4357","58","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alabama","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","18.6","10.1685","58","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alabama","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","37.4","1.6287","10,997","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alabama","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","37.4","1.6287","10,997","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alaska","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","34.6","15.9472","39","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alaska","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","5.7","7.22","39","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alaska","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","22.3","11.1816","39","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alaska","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","37.4","1.8885","5,468","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Alaska","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","37.4","1.8885","5,468","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arizona","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","37.6","11.064","81","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arizona","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","9.7","5.4829","81","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arizona","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16.1","7.2452","81","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arizona","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","36.7","1.7649","8,960","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arizona","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","36.7","1.7649","8,960","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","32.1","7.8785","192","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","11.6","6.068","192","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16.2","6.9929","192","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","40.1","2.4688","7,139","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Arkansas","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","40.1","2.4688","7,139","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","California","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","18.5","12.0951","69","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","California","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","18.4","12.7803","69","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","California","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","21.1","16.0927","69","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","California","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","41.9","2.1372","12,969","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","California","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","41.9","2.1372","12,969","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","35.7","10.8083","64","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","5.9","7.9187","64","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","10.9","7.4363","64","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","47.5","1.6918","10,289","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Colorado","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","47.5","1.6918","10,289","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Connecticut","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","26.2","27.941","53","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Connecticut","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","18.5","18.7858","53","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Connecticut","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","6","6.6919","53","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Connecticut","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","49.3","3.1833","4,324","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Connecticut","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","49.3","3.1833","4,324","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","27.3","14.0912","41","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","5.2","7.2217","41","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","20.8","12.2273","41","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","46.7","1.5147","10,116","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Delaware","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","46.7","1.5147","10,116","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","District of Columbia","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","13.4","10.5608","70","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","District of Columbia","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","8.7","7.7744","70","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","District of Columbia","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","26.9","11.6441","70","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","District of Columbia","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","50.9","1.4725","13,416","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","District of Columbia","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","50.9","1.4725","13,416","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","44.7","18.3504","68","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","1.3","2.0982","68","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","20.6","12.1272","68","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","33.4","2.2349","8,259","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Florida","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","33.4","2.2349","8,259","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Georgia","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","34.6","22.949","43","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Georgia","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","11.8","17.831","43","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Georgia","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","20.2","14.3204","43","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Georgia","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","33.4","1.9876","6,354","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Georgia","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","33.4","1.9876","6,354","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Hawaii","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","31.5","15.5556","95","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Hawaii","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","3.1","3.2225","95","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Hawaii","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","22.5","9.7778","95","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Hawaii","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","42.9","1.5776","10,822","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Hawaii","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","42.9","1.5776","10,822","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Idaho","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","28.9","15.862","59","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Idaho","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","13.2","12.0919","59","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Idaho","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","19","13.4614","59","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Idaho","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","38.9","2.0821","4,869","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Idaho","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","38.9","2.0821","4,869","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Illinois","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","29.2","11.646","172","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Illinois","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","7.7","6.0922","172","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Illinois","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16.9","5.3926","172","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Illinois","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","46.1","1.7904","20,580","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Illinois","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","46.1","1.7904","20,580","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","24.3","16.364","40","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","13.9","11.4524","40","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","20.9","11.4524","40","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","40.9","2.9106","9,991","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Indiana","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","40.9","2.9106","9,991","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Iowa","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","31.1","14.7521","83","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Iowa","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","7.4","7.442","83","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Iowa","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16.5","11.5536","83","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Iowa","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","45.1","2.4809","5,247","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Iowa","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","45.1","2.4809","5,247","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kansas","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","32.7","15.3104","76","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kansas","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","7.1","6.5583","76","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kansas","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","18.2","16.8309","76","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kansas","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","42","2.1952","7,841","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kansas","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","42","2.1952","7,841","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kentucky","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","35.5","9.1484","163","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kentucky","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","4.4","3.516","163","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kentucky","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","18.6","7.9058","163","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kentucky","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","41.5","3.2215","7,864","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Kentucky","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","41.5","3.2215","7,864","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Louisiana","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","17.9","9.4331","76","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Louisiana","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","10.6","9.075","76","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Louisiana","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","37.1","17.5265","76","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Louisiana","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","34.4","1.6074","9,776","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Louisiana","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","34.4","1.6074","9,776","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maine","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","24.4","10.8499","80","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maine","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","10.8","6.8818","80","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maine","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","15.4","9.3442","80","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maine","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","49.4","2.9621","12,171","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maine","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","49.4","2.9621","12,171","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maryland","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","25.6","26.7656","45","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maryland","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","6.8","5.7477","45","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maryland","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","19.9","21.1763","45","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maryland","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","47.7","2.1284","8,298","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Maryland","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","47.7","2.1284","8,298","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","18.7","10.8459","55","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","18.5","10.3906","55","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","12","8.6217","55","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","50.8","1.668","11,874","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Massachusetts","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","50.8","1.668","11,874","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Michigan","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","39","18.1196","79","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Michigan","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","0.2","0.4523","79","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Michigan","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","17","12.8525","79","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Michigan","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","43.7","3.5656","5,482","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Michigan","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","43.7","3.5656","5,482","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Minnesota","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","23.8","11.3378","66","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Minnesota","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","10.9","8.4756","66","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Minnesota","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","17.5","10.1571","66","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Minnesota","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","47.7","1.6744","9,645","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Minnesota","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","47.7","1.6744","9,645","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Mississippi","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","42.6","13.5221","57","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Mississippi","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","3","5.9036","57","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Mississippi","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","22.8","10.6493","57","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Mississippi","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","31.6","1.703","6,838","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Mississippi","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","31.6","1.703","6,838","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Missouri","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","35.9","12.6005","82","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Missouri","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","11.5","8.0038","82","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Missouri","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","9.5","8.1564","82","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Missouri","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","43.1","2.1256","5,936","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Missouri","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","43.1","2.1256","5,936","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Montana","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","45.9","12.9989","93","2024 Dec 21 12:00:00 AM","2023-2024","0"
